Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MA,2015,"12        ",Female,17,Right-Handed,,,,2,Walk,30,0.442,65,Soccer,89,34,499,784,346,123,,"Right foot",,,"Ring finger",August,Summer,No,No,"No favorite",Juice,Other,9,9,5,"Yes - broadband connection","Text messaging",2609,9,0,5,0,5,0,0,5,5,0,2,0,0,"A lot","High school",Other,Invisibility,Healthy,"Sports person","Education/Youth development"
USA,CO,2015,"12        ",Female,17,Right-Handed,160,,,1,Car,15,.564,73,Walking/Hiking,,,,,,,22.09,"Same length",68,76.2,"Ring finger",November,Summer,No,No,Desserts,Coffee,History,6.5,8,4,"Yes - other","Text messaging",50,50,10,,5,,,,,,,,,,,,,,,,
USA,CA,2015,"12        ",Male,16,Right-Handed,174,25,172,2,Car,10,0.443,"47 ",Tennis,1000,995,1000,1000,870,900,24.4,"Right foot",80,83,"Ring finger",March,Winter,No,No,"Rice/Noodle dishes",Water,History,7,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",4,7,32,13,15,4,6,0,10,15,9,0,0,5,Some,"Graduate degree",Pop,Fly,Happy,"Sports person","Education/Youth development"
USA,MO,2015,"12        ",Female,17,Right-Handed,152,28,165,3,Car,10,.32,31,Golf,775,770,770,765,503,508,25,"Right foot",94,99,"Ring finger",February,Fall,Yes,No,Seafood,Water,Science,8,12,3,"Yes - broadband connection","In person",15,15,5,.5,5,3,10,0,.5,6,5,10,0,0,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Relative,"Wildlife, animals"
USA,NC,2015,"12        ",Male,17,Right-Handed,187,22,167,4,Bus,10,0.39,36,Soccer,1000,1000,1000,1000,1000,1000,23,"Left foot",7,9,"Ring finger",December,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,6,5,"Yes - other","Text messaging",354,370,5,2,1,5,4,0,7,2,10,2,8,2,"Very little","Graduate degree",Other,Invisibility,Rich,"Musician or singer","Wildlife, animals"
USA,MI,2015,"12        ",Male,18,Right-Handed,,,172,2,Car,15,0.315,,,,,,,,,,,80,30,,April,Spring,No,No,Pizza/Pasta,Water,Science,8,10,4,"Yes - broadband connection",Other,0,1,,,,,,,,,,,,,"Very little","High school",,,,,
USA,TN,2015,"12        ",Male,16,Right-Handed,187,31,186,1,Car,3,.394,38,Other,500,300,500,400,700,900,31,"Same length",7,8,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,Music,5,4,3,"Yes - broadband connection","In person",40,40,21,7,28,14,40,16,5,28,35,13,0,11,Some,"Graduate degree","Rock and roll","Freeze time",Rich,Other,"Arts, culture, sports"
USA,MA,2015,"12        ",Male,17,Right-Handed,,,,2,Walk,15,.319,35,Basketball,300,350,800,900,900,1000,,"Right foot",,,"Ring finger",May,Fall,No,No,Meat,Water,Art,5,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,45,300,0,3,2,5,24,18,24,500,0,24,0,,,,,,,
USA,AZ,2015,"12        ",Male,17,Right-Handed,175,27.31,180,1,Car,15,.29,50,Soccer,300,300,0,400,1000,1000,27.31,"Same length",70,75,"Ring finger",December,Winter,No,No,Meat,Water,History,7,9,4,"Yes - broadband connection","Text messaging",200,600,10,1,10,3,9,2,2,2,10,5,0,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Business person",Health
USA,CA,2015,"12        ",Male,17,Right-Handed,172,24,150,2,Skateboard/Scooter/Rollerblade,35,.435,58,"Table Tennis",770,824,904,508,807,1000,25,"Left foot",110,140,"Same length",May,Spring,No,No,Pizza/Pasta,Water,"Physical education",8,,10,"Yes - broadband connection","In person",30,30,7,1,2,13,19,7,,,,,,,,,,,,,
USA,OH,2015,"12        ",Female,20,Right-Handed,175,26,174,1,Walk,19,.442,41,Running/Jogging,1000,900,800,900,400,450,25,"Right foot",8.3,7.9,"Index finger",June,Summer,No,Yes,Pizza/Pasta,Water,English,8,9,4,"Yes - broadband connection","In person",100,90,25,8,15,15,5,0,5,8,20,8,0,8,Some,"Graduate degree",Pop,Fly,Happy,Politician,"Wildlife, animals"
USA,OK,2015,"12        ",Male,18,Right-Handed,167.6,31,173,2,Car,30,.259,57,"Table Tennis",1,1,1,1,1000,1000,31,"Same length",9,8,"Same length",November,Winter,No,No,"Rice/Noodle dishes","Sports drink","Physical education",1,0,4,"Yes - broadband connection",E-mail,372,500,20,1,0,5,4,5,3,5,7,0,40,0,None,"High school",Jazz,Invisibility,Happy,Other,"Arts, culture, sports"
USA,CO,2015,"12        ",Female,17,Right-Handed,162.7,,,1,Car,15,,,Other,1000,950,990,900,0,10,,"Same length",7.26,2.6,"Ring finger",August,Summer,No,No,Soups,Tea,Music,6,10,4,"Yes - broadband connection","Text messaging",50,50,35,1,14,10,19,2,1,5,1,2,6,1,,,,,,,
USA,WI,2015,"12        ",Female,17,Right-Handed,157,21,152,1,Car,15,.36,46,None,765,150,321,524,160,364,22,"Left foot",70,60,"Index finger",April,Summer,Yes,No,"Rice/Noodle dishes",Coffee,Art,4,7,4,"Yes - broadband connection","Text messaging",500,500,8,2,2,8,2,14,18,18,20,14,30,3,"Very little","Some college","Heavy metal",Invisibility,Happy,Actor,Health
USA,CO,2015,"12        ",Female,17,Right-Handed,174,23.9,171.1,1,Car,45,0.397,48,Other,600,600,300,300,0,0,24,"Left foot",84,93,"Ring finger",July,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",5,7,7,"Yes - other","In person",95,95,28,1,10,0,3,2,2,10,0,2,4,2,"A lot","Graduate degree",Techno/Electronic,Telepathy,Happy,Relative,Religious
USA,CA,2015,"12        ",Female,17,Right-Handed,167,26,156,2,Car,5,.4,36,Lacrosse,500,600,600,400,400,450,27,"Left foot",79,90,"Ring finger",March,Summer,No,No,Soups,Water,Languages,7,9,5,"Yes - broadband connection","Text messaging",50,300,20,1,10,3,8,1,5,5,10,7,10,1,Some,"Graduate degree",Country,Fly,Healthy,"Doctor or nurse","Education/Youth development"
USA,IN,2015,"12        ",Male,16,Ambidextrous,186,28.5,186.5,1,Car,5,.27,33,Other,350,350,450,300,1000,1000,28.5,"Same length",103,105,"Ring finger",April,Summer,Yes,No,"Rice/Noodle dishes",Juice,Music,5,9,4,"Yes - broadband connection","Text messaging",150,150,25,0,1,5,0,35,0,15,35,0,0,2,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer","Arts, culture, sports"
USA,MA,2015,"12        ",Male,17,Right-Handed,187,30,185,1,Bus,50,.34,48,Basketball,898,941,898,754,888,754,29,"Right foot",75,78,"Ring finger",July,Winter,No,No,Other,Water,History,7,8,3,"Yes - broadband connection","Text messaging",50,40,10,1,4,2,5,0,8,4,10,2,15,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Business person","Education/Youth development"
USA,NY,2015,"12        ",Male,16,Right-Handed,175,24.5,183,1,"Rail (Train/Tram/Subway)",20,0.362,26,Other,914,807,733,658,979,870,24.5,"Same length",101,99,"Index finger",December,Summer,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Mathematics and statistics",8,9,3,"Yes - broadband connection",E-mail,0,0,1,0,15,6,0,10,0,0,15,8,0,1,Some,"Undergraduate degree",Other,Fly,Happy,Other,"Education/Youth development"
USA,PA,2015,"12        ",Male,17,Right-Handed,73.5,28.5,189.1,1,Car,10,,.295,Rowing,214,86,139,278,620,952,28.3,"Right foot",104,107,"Ring finger",April,Spring,No,No,Meat,Milk,Science,7,10,5,"Yes - broadband connection","In person",21,25,5,,,,,,,,,,,,,,,,,,
USA,CO,2015,"12        ",Male,18,Right-Handed,177.8,29.21,175.2,1,Walk,4,.402,73,Tennis,800,600,700,700,900,1000,29.2,"Right foot",,65,"Ring finger",July,Summer,Yes,No,Meat,Water,"Social studies",7.3,9,3,"Yes - broadband connection","Text messaging",25,20,20,1,2,5,7,1,7,3,4,2,10,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Friend,Religious
USA,IL,2015,"12        ",Male,16,Right-Handed,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2015,"12        ",Female,17,Right-Handed,160,22,151,2,Car,20,.358,36,Baseball/Softball,900,850,875,1000,700,699,22,"Same length",7.5,6.4,"Index finger",February,Spring,Yes,No,Desserts,Water,English,6,9,3,"Yes - broadband connection","Text messaging",10,10,12,1,3,5,2,1,10,5,20,8,5,5,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,Friend,Environment
USA,MA,2015,"12        ",Female,17,Right-Handed,,,,2,Walk,15,1.011,64,Soccer,3,2,4,1,5,6,,,,,"Index finger",May,Spring,Yes,No,"No favorite","Powdered drink","Mathematics and statistics",5,9,9,,"Cell phone",60,80,8,3,1,8,1,0,2,12,3,9,6,2,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,MI,2015,"12        ",Female,17,Left-Handed,165.,27,183,2,Car,7,.51,44,Baseball/Softball,829,663,850,877,471,888,26,"Right foot",80,80,"Same length",June,Summer,Yes,No,"No favorite",Water,Music,6,9,6,"Yes - broadband connection","Text messaging",200,245,14,1,3,4,16,0,10,16,0,6,4,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Coach or club leader","International aid"
USA,IN,2015,"12        ",Male,18,Right-Handed,180,25,190,1,Car,8,.358,37,Walking/Hiking,684,690,647,599,861,861,26,"Left foot",102,107,"Ring finger",May,Fall,No,No,Breads/Sandwiches,Water,Science,6.5,8,3,"Yes - broadband connection","Text messaging",50,200,7,1,8,13,3,0,5,6,8,6,7.5,6,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Teacher,"Education/Youth development"
USA,VA,2015,"12        ",Male,16,Right-Handed,180,30,210,1,Bus,13,.328,41,Rowing,305,610,75,829,465,717,30,"Same length",75,80,"Ring finger",July,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Computers and technology",5.5,7,3,"Yes - broadband connection","Internet chat or instant messaging",4,2,4,1,3,19,17,10,0,1,10,3,0,4,Some,"Graduate degree",Country,Telepathy,Happy,Relative,Religious
USA,CO,2015,"12        ",Female,17,Right-Handed,170,28,168,1,Car,7,,,Baseball/Softball,500,500,200,300,200,200,29,"Left foot",48,49,"Ring finger",July,Winter,No,No,Pizza/Pasta,Water,"Social studies",7,9,5,"Yes - broadband connection","Cell phone",50,50,20,8,4,9,20,0,3,3,2,5,0,7,Some,"Graduate degree",Country,"Freeze time",Happy,Relative,Religious
USA,FL,2015,"12        ",Male,17,Right-Handed,188.9,27,75,3,Car,7,0.427,39,Walking/Hiking,1000,882,1000,754,545,930,27,"Same length",80,70.5,"Index finger",August,Fall,Yes,No,Meat,Water,"Social studies",6,8,3,"Yes - broadband connection","Text messaging",41,63,15,0.30,6,2,3,0,1,2,9,0.45,0,2,Some,"Graduate degree",Other,Fly,Healthy,Other,Health
USA,WI,2015,"12        ",Female,17,Left-Handed,172,25,172,2,Car,7,.446,44,Dancing,400,400,50,50,950,950,25,"Same length",90,90,"Same length",October,Summer,No,No,Meat,Water,Science,7,10,4,"Yes - broadband connection","Text messaging",50,150,5,0,10,10,10,0,5,5,3,5,0,0,"A lot","Graduate degree",Other,Fly,Happy,"Doctor or nurse","Education/Youth development"
USA,CO,2015,"12        ",Male,17,Right-Handed,182.8,29.2,175,1,Car,10,0.435,52,Basketball,500,400,700,750,100,150,29,"Right foot",28,30,"Ring finger",January,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Physical education",7,10,3,"Yes - dial-up connection","Cell phone",40,120,6,0,8,2,2,10,2,3,5,1,0,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Coach or club leader","International aid"
USA,VA,2015,"12        ",Female,17,Right-Handed,165.1,23,156,2,Car,20,.3966,47,Running/Jogging,529,278,545,497,824,1000,24,"Left foot",70,72,"Ring finger",March,Fall,No,No,Desserts,Water,Art,6,10,4,"Yes - other","Text messaging",100,100,5,.5,7.5,1,1,0,14,14,20,7,35,1,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,CA,2015,"12        ",Male,17,Right-Handed,193,34,190,2,Car,5,.738,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2015,"12        ",Female,17,Right-Handed,170.1,25.1,170.1,1,Car,8,.313,38,Basketball,10,10,20,0,1000,1000,24,"Right foot",100,80,"Ring finger",January,Summer,No,No,Seafood,Tea,Science,7,10,6,"Yes - broadband connection","Text messaging",50,100,1,3,6,7,2,0,4,8,10,3,20,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Doctor or nurse",Health
USA,KS,2015,"12        ",Female,17,Left-Handed,170.8,25,162,1,Car,13,0.340,49,Running/Jogging,250,250,551,250,800,560,27,"Left foot",8,7.5,"Ring finger",November,Fall,Yes,No,Desserts,Water,English,7,9,4,"Yes - broadband connection","In person",1,1,1,0,18,5,12,0,2,.5,2,2,0,1,"A lot","Graduate degree",Gospel,Fly,Happy,"Religious figure",Religious
USA,CA,2015,"12        ",Female,16,Right-Handed,152,26,163,2,Car,8,.428,42,Baseball/Softball,310,342,455,529,1000,1000,27,"Left foot",70,75,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,Other,7,9,6,"Yes - other","Text messaging",60,60,3,1,15,8,10,0,50,35,50,20,0,8,"A lot","Graduate degree",Pop,Fly,Healthy,"Musician or singer",Health
USA,PA,2015,"12        ",Male,17,Right-Handed,174,25,181.1,2,Car,10,0.531,40,Soccer,1000,1000,1000,500,1000,1000,25,"Same length",98,101,"Ring finger",January,Summer,Yes,No,Fruit,Water,Music,6,12,4,"Yes - broadband connection","Text messaging",100,100,116,1,90,80,100,0,100,300,100,72,24,3,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,PA,2015,"12        ",Female,17,Right-Handed,160,17.78,162.5,2,Bus,11,.531,44,Running/Jogging,70,80,55,65,50,40,17.54,"Right foot",79,80,"Ring finger",February,Winter,Yes,Yes,Fruit,Water,"Mathematics and statistics",5.5,7,4,"Yes - broadband connection","Cell phone",50,60,5,7,20,5,6,0,14,6,10,3.5,5,3,"A lot","Graduate degree",Gospel,Telepathy,Healthy,"Religious figure","International aid"
USA,VA,2015,"12        ",Male,16,Right-Handed,175.2,26,175,1,Car,8,.2908,31.33,Soccer,726,804,635,714,382,718,26,"Same length",110,110,"Same length",September,Fall,No,No,Meat,"Soft drink (caffeinated)","Computers and technology",6,9,4,"Yes - broadband connection","Text messaging",400,450,37,.5,3,20,4,6,1,20,75,30,30,5,Some,"Undergraduate degree",Other,"Freeze time",Rich,Actor,"Education/Youth development"
USA,MA,2015,"12        ",Male,19,Right-Handed,192,,,1,Bus,45,0.349,41,Basketball,1000,1000,1000,1000,1000,1000,,"Same length",12,12,"Same length",October,Summer,Yes,No,Salads,"Sports drink","Mathematics and statistics",9,4,5,"Yes - other","Text messaging",67,70,8,0,3,2,5,0,3,24,3,3,8,0,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,Friend,Health
USA,PA,2015,"12        ",Female,18,Right-Handed,133,20.7,132.2,1,Bus,30,0.491,35,Dancing,1000,900,800,900,700,700,20.9,"Left foot",75,77,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,Milk,English,7,10,4,"Yes - broadband connection","Text messaging",0,0,5,1,2,5,6,0,1,,,,,,,,,,,,
USA,WI,2015,"12        ",Female,17,Left-Handed,173,25.4,171,2,Car,17,.55,68,,600,600,600,600,1000,1000,25.4,"Same length",60.5,60,"Index finger",May,Spring,Yes,No,Pizza/Pasta,Water,History,9,5,4,"Yes - broadband connection","Text messaging",300,300,12,1,12,22,17,0,8,72,3,7,2,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Politician,"International aid"
USA,PA,2015,"12        ",Female,18,Right-Handed,154.9,21,154.5,1,Car,8,.424,42,Soccer,800,400,700,600,700,700,21.1,"Left foot",88,91,"Ring finger",September,Winter,Yes,No,"Rice/Noodle dishes",Water,Languages,,9,5,"Yes - other","Text messaging",25,25,1,1,20,10,14,0,3,4,5,2,0,0,"A lot","Graduate degree",Country,"Freeze time",Happy,Teacher,"International aid"
USA,CA,2015,"12        ",Male,17,Right-Handed,168,23,174,2,Skateboard/Scooter/Rollerblade,7,.82,36,Other,1000,500,1000,1000,600,1000,24,"Left foot",75,80,"Ring finger",May,Winter,Yes,No,Pizza/Pasta,,Art,6,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,1,0,.5,.5,2,3,3,1,1,2,0,0,"Very little","Graduate degree","Rock and roll",Fly,Happy,Other,Health
USA,MO,2015,"12        ",Male,17,Right-Handed,179,34,174,1,Car,15,3.1,,Other,,,,,,,35,"Right foot",16,18,"Ring finger",June,Fall,Yes,No,Poultry,Water,"Social studies",5,7,5,"Yes - broadband connection","Text messaging",5,10,6,1,20,12,15,20,3,3,20,1,13,5,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Rich,"Business person","Education/Youth development"
USA,AZ,2015,"12        ",Male,17,Right-Handed,152,27,152,1,Car,5,0.341,39,Rowing,800,700,900,1000,800,1000,27,"Same length",8,7.5,"Index finger",September,Fall,No,No,Meat,Water,History,7,9,4,"Yes - broadband connection","Text messaging",10,12,12,2,4,3,1,4,4,20,10,0,0,5,Some,"Graduate degree",Country,Fly,Rich,Friend,"Education/Youth development"
USA,MA,2015,"12        ",Male,17,Right-Handed,176,30,180,1.5,Walk,134,.343,35,Soccer,800,800,800,800,800,800,28,"Right foot",,,"Ring finger",May,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8.5,9.5,4,"Yes - broadband connection","Text messaging",30,70,10,.5,10,10,10,2,2,1.5,2,3,0,1.5,Some,"Graduate degree",,Fly,Happy,"Sports person","Arts, culture, sports"
USA,CO,2015,"12        ",Male,17,Ambidextrous,210,50,200,1,Car,10,.33,55,"Football (American)",0,0,0,0,1000,1000,48,"Right foot",85,90,"Ring finger",December,Fall,No,No,Seafood,Water,Science,8,10,4,"Yes - dial-up connection","Cell phone",36,45,3,3,3,3,3,3,3,3,3,3,3,3,"A lot","Some college","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,NY,2015,"12        ",Male,18,Left-Handed,170,25,176,3,"Rail (Train/Tram/Subway)",45,0.891,84,Walking/Hiking,600,700,500,600,800,850,26,"Left foot",96,111,"Ring finger",April,Summer,No,No,"No favorite",Water,,7.5,9,4,"Yes - broadband connection","Cell phone",0,2,6,0.5,4,9,5,3,7,1,21,0,3,3,"A lot","Undergraduate degree",Other,Fly,Rich,Other,"Education/Youth development"
USA,IN,2015,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,VA,2015,"12        ",Male,19,Right-Handed,165,9,,5,Bus,20,30,50,Soccer,,,,,,,,"Same length",3,,"Same length",June,Summer,No,No,Poultry,Water,Music,7,5,,,,5,1,,,,,,,,,,,,,"Very little","Graduate degree",Classical,,,"Sports person","Wildlife, animals"
USA,PA,2015,"12        ",Female,18,Right-Handed,173,27,172,1,Bus,13,.296,44,Walking/Hiking,700,700,700,700,700,800,27,"Same length",95,97,"Ring finger",December,Fall,No,No,Pizza/Pasta,Milk,Other,6,9,3,"Yes - broadband connection","Text messaging",30,29,18,2,9,14,1,0,5,5,5,3,20,0,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Relative,"Arts, culture, sports"
USA,CO,2015,"12        ",Female,17,Right-Handed,160,23,163,2,Car,7,0.574,50,Soccer,900,1000,1000,1000,500,900,23,"Same length",82,93,"Ring finger",November,Spring,No,No,Meat,Water,Art,7,8,6,"Yes - broadband connection","Text messaging",40,45,15,0,8,10,0,0,14,20,0,3,35,7,"A lot",Other,"Rhythm and blues (R&B)",Telepathy,Happy,Relative,"International aid"
USA,TX,2015,"12        ",Female,17,Right-Handed,165.1,23,164,1,Car,10,.649,44,Walking/Hiking,500,500,500,500,500,1000,24,"Left foot",101.6,110.4,"Ring finger",September,Fall,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",7,10,4,"No internet connection","Text messaging",100,120,32,14,40,20,0,0,21,35,30,4,0,0,"A lot","Graduate degree",Other,Telepathy,Happy,Friend,"Education/Youth development"
USA,MN,2015,"12        ",Male,16,Right-Handed,178,35,178,2,Car,5,.47,49,"Football (American)",675,650,700,750,850,900,35,"Same length",22,20,"Same length",September,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",6,10,3,"Yes - other","Text messaging",,,10,20,5,15,15,0,5,10,0,5,10,10,Some,"Some college","Rock and roll",Fly,Happy,"Sports person",Health
USA,VA,2015,"12        ",Female,17,Right-Handed,163,19,154,1,Bus,15,.3758,46.3,Dancing,198,225,422,492,422,722,19,"Same length",82,85,"Ring finger",September,Spring,No,No,Desserts,Water,English,6,12,5,"Yes - broadband connection","Text messaging",3,34,14,0,6,3,13,0,16,18,19,3,3,2,Some,"Graduate degree",Other,Fly,Happy,Actor,"Education/Youth development"
USA,TX,2015,"12        ",Male,18,Right-Handed,174,335.2,,2,Car,10,.294,38,Soccer,998,1000,1000,1000,700,1000,334,"Same length",,,"Ring finger",November,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,8,4,"Yes - other","Text messaging",95,100,8,1,2,20,13,1,30,2,30,0,30,,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Sports person",Health
USA,PA,2015,"12        ",Male,16,Right-Handed,177,24,170,3,Car,14,.321,38,Tennis,150,350,0,102,1000,1000,23,"Right foot",82,76,"Index finger",November,Winter,Yes,No,"Rice/Noodle dishes",Water,History,7,9,3,"Yes - broadband connection","In person",0,0,,0,24,2,7,15,0,0,40,0,0,1,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Relative,"International aid"
USA,VA,2015,"12        ",Male,17,Right-Handed,71,16,56,2,Bus,30,0.247,42,Basketball,562,500,532,655,1000,1000,26,"Same length",5,3,"Ring finger",May,Fall,No,No,Pizza/Pasta,Milk,English,8,7,3,"Yes - broadband connection","Cell phone",114,112,4,6,1,3,6,6,4,4,9,0,0,4,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Health
USA,CA,2015,"12        ",Male,17,Right-Handed,177,27,76,2,Car,20,.337,28,Soccer,900,700,750,800,700,500,27,"Left foot",83,75,"Index finger",January,Spring,No,No,Meat,Water,Science,8,9.5,4,"Yes - broadband connection","Text messaging",183,236,20,1,10,8,5,1,4,2,6,8,0,2,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Education/Youth development"
USA,CA,2015,"12        ",Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2015,"12        ",Female,16,Right-Handed,175,25,178,2,Walk,23,.435,41,Walking/Hiking,319,690,508,647,674,872,26,"Left foot",8.7,9.0,"Ring finger",October,Summer,Yes,No,"Rice/Noodle dishes",Water,English,7,9,2,"Yes - broadband connection","In person",25,35,6,2,30,3,5,2,4,6,10,7,6,3,"A lot","Graduate degree",Pop,Invisibility,Happy,Politician,Health
USA,NH,2015,"12        ",Male,17,Right-Handed,169,25,178,1,Car,7,.258,38,Other,556,770,273,401,930,679,24,"Right foot",70,75,"Ring finger",September,Spring,Yes,No,Meat,Water,"Computers and technology",6,9,3,"Yes - broadband connection",Other,5,5,2,0,5,6,0,30,2,1,30,4,17,1,"Very little","Undergraduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,MA,2015,"12        ",Male,18,Right-Handed,1.70,23,170,2,Walk,6,0.5,53,Soccer,193,786,1000,283,182,402,23,"Same length",7,7.5,"Ring finger",May,Summer,No,No,"No favorite",Juice,Other,7,10,4,"Yes - dial-up connection","Text messaging",12,15,12,3,4,100,12,10,5,15,2,14,30,5,Some,Other,Other,Fly,Happy,Actor,Religious
USA,CA,2015,"12        ",Male,17,Right-Handed,189,29,189,2,Car,5,.27,47,Soccer,529,444,605,575,900,1000,29,"Same length",9.3,8.7,"Index finger",April,Summer,Yes,No,Meat,Water,"Social studies",9,10,4,"Yes - broadband connection","In person",20,30,10,1,20,20,15,3,5,5,10,3,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,NY,2015,"12        ",Male,16,Right-Handed,,27.5,,1,Walk,12,.36,33,"Hockey (Ice)",829,824,16,588,717,652,27,"Right foot",8.5,9.0,"Ring finger",July,Winter,Yes,No,Pizza/Pasta,Water,Geography,7,10,3,"Yes - broadband connection","In person",5,6,10,0,25,3,20,2,3,2,10,10,0,1,Some,"Less than high school","Heavy metal",Fly,Rich,"Religious figure","Education/Youth development"
USA,CO,2015,"12        ",Female,17,Right-Handed,161,21,161,1,Bus,17,0.465,32,Tennis,342,219,16,86,904,1000,21,"Same length",70,67,"Index finger",December,Winter,Yes,No,Pizza/Pasta,Water,Music,8,12,4,"Yes - broadband connection","In person",0,0,7,1,8,0,0,6,0,2,3,14,21,.5,"A lot","Graduate degree",Classical,"Freeze time",Happy,Teacher,"International aid"
USA,CA,2015,"12        ",Female,17,Right-Handed,161.2,21.5,163,2,Car,5,.406,49,Running/Jogging,1000,1000,1000,800,1000,1000,21.5,"Same length",16,15,,May,Spring,Yes,No,"No favorite",Water,Other,6,8,3,"Yes - broadband connection","Text messaging",100,100,5,1,12,5,3,0,2,5,7,0,16,1,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Relative,Health
USA,WI,2015,"12        ",Female,15,Right-Handed,162,23,159,1,Walk,15,.362,33,Baseball/Softball,900,700,500,400,400,500,23,"Same length",82,95,"Ring finger",September,Fall,Yes,No,Seafood,Water,"Mathematics and statistics",7,9,5,"Yes - broadband connection","In person",10,10,4,0,8,3,4,4,1,1,2,6,0,2,"Very little","Graduate degree","Heavy metal",Telepathy,Happy,"Business person","Wildlife, animals"
USA,AZ,2015,"12        ",Female,18,Left-Handed,159,21,158,2,Walk,9,0.451,64,Dancing,400,500,400,600,200,600,22,"Left foot",65,65,"Same length",August,Fall,Yes,No,"Rice/Noodle dishes",Water,Art,6,7,5,"Yes - other","Text messaging",80,90,8,0,3,6,3,0,5,10,1,7,20,5,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person","Education/Youth development"
